Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item
intrinsic,9,1774,0.2,In.tr"In.sIk,9,3,{intrinsic},{In.tr"In.sIk},1,JJ,716.66,0.94,,intrinsic
intro,5,5868,2,"In.tro,5,2,{intro},{"In.tro},1,NN,654.79,1,,intro
introduce,9,8575,34.73,%In.tr@.d"us,8,3,{intro--duce},{%In.tr@-.-d"us},2,VB,771.38,0.94,,introduce
introduced,10,15526,11.63,%In.tr@.d"ust,9,3,{intro--duce}>ed>,{%In.tr@-.-d"us}>t>,3,VB,769.59,1,,introduced
introspect,10,70,0.02,%In.tr@.sp"Ekt,10,3,{intro--spect},{%In.tr@-.-sp"Ekt},2,VB,776.19,0.94,,introspect
introvert,9,83,0.06,"In.tr@.v3`t,8,3,{intro--vert},{"In.tr@-.-v3`t},2,VB|NN,786.03,0.91,,introvert
intrude,7,356,2.53,In.tr"ud,6,2,{in--trude},{In-.-tr"ud},2,VB,748.16,0.97,,intrude
intruded,8,119,0.29,In.tr"u4.@d,8,3,{in--trude}>ed>,{In-.-tr"u4}.>@d>,3,VB,685.19,0.94,,intruded
intruder,8,1455,3.65,In.tr"u4.@`,7,3,{in--trude}>er>,{In-.-tr"u4}.>@`>,3,NN,678.24,0.97,,intruder
intruders,9,555,1.57,In.tr"u4.@`z,8,3,{in--trude}>er>>s>,{In-.-tr"u4}.>@`>>z>,4,NN,722.83,0.97,,intruders
intrudes,8,60,0.02,In.tr"udz,7,2,{in--trude}>s>,{In-.-tr"ud}>z>,3,VB,782.74,0.94,,intrudes
intruding,9,237,1.84,In.tr"u4.IN,8,3,{in--trude}>ing>,{In-.-tr"u4}.>IN>,3,VB,752.17,0.94,,intruding
intrusion,9,1424,2.49,In.tr"u.Zn=,7,3,{in--trude}>ion>,{In-.-tr"u.Z$}>n=>,3,NN,839.37,0.88,,intrusion
intrusions,10,237,0.06,In.tr"u.Zn=z,8,3,{in--trude}>ion>>s>,{In-.-tr"u.Z$}>n=>>z>,4,NN,822.16,0.91,,intrusions
intrusive,9,775,0.61,In.tr"us.Iv,8,3,{in--trude}>ive>,{In-.-tr"us$}.>Iv>,3,JJ,702.09,1,,intrusive
intuit,6,999,0.02,In.t"u@t,6,2,{in--tuit},{In-.-t"u@t},2,VB,949.55,0.34,,intuit
intuitive,9,3063,1.06,In.t"u@4.Iv,8,3,{in--tuit}>ive>,{In-.-t"u@4}.>Iv>,3,JJ,817.11,0.82,,intuitive
inure,5,21,0.02,I.nj"Ur,5,2,{inure},{I.nj"Ur},1,VB,898.75,0.24,,inure
inured,6,48,0.06,I.nj"Urd,6,2,{inure}>ed>,{I.nj"Ur}>d>,2,VB|JJ,710.78,0.27,,inured
invade,6,1855,3.06,In.v"ed,5,2,{in--vade},{In-.-v"ed},2,VB,688.65,1,,invade
invaded,7,2329,2.75,In.v"e4.@d,7,3,{in--vade}>ed>,{In-.-v"e4}.>@d>,3,VB,677.32,1,,invaded
invader,7,372,0.55,In.v"e4.@`,6,3,{in--vade}>er>,{In-.-v"e4}.>@`>,3,NN,659.17,1,,invader
invaders,8,2154,1.45,In.v"e4.@`z,7,3,{in--vade}>er>>s>,{In-.-v"e4}.>@`>>z>,4,NN,723.48,0.97,,invaders
invades,7,299,0.33,In.v"edz,6,2,{in--vade}>s>,{In-.-v"ed}>z>,3,VB,711.83,0.88,,invades
invading,8,1303,1.69,In.v"e4.IN,7,3,{in--vade}>ing>,{In-.-v"e4}.>IN>,3,VB,671.26,1,,invading
invalid,7,6474,1.73,"In.v@.l@d,7,3,{in--valid},{"In-.-v@.l@d},2,NN,686.22,0.94,,invalid
invalids,8,35,0.25,"In.v@.l@dz,8,3,{in--valid}>s>,{"In-.-v@.l@d}>z>,3,NN,733.67,0.91,,invalids
invasion,8,7087,8.51,In.v"e.Zn=,6,3,{in--vade}>ion>,{In-.-v"e.Z$}>n=>,3,NN,742.56,1,,invasion
invasions,9,651,0.18,In.v"e.Zn=z,7,3,{in--vade}>ion>>s>,{In-.-v"e.Z$}>n=>>z>,4,NN,723.3,1,,invasions
invasive,8,542,1.16,In.v"es.Iv,7,3,{in--vade}>ive>,{In-.-v"es$}.>Iv>,3,JJ,766.39,0.91,,invasive
invent,6,2565,4.61,In.v"Ent,6,2,{in--vent},{In-.-v"Ent},2,VB,659.37,0.88,,invent
invented,8,7464,15.75,In.v"En4.@d,8,3,{in--vent}>ed>,{In-.-v"En4}.>@d>,3,VB,631.63,0.97,,invented
inventing,9,818,1.35,In.v"En4.IN,8,3,{in--vent}>ing>,{In-.-v"En4}.>IN>,3,VB,742.09,1,,inventing
invention,9,3979,6.08,In.v"En.Sn=,7,3,{in--vent}>ion>,{In-.-v"En.S$}>n=>,3,NN,666.8,0.94,,invention
inventions,10,1720,1.63,In.v"En.Sn=z,8,3,{in--vent}>ion>>s>,{In-.-v"En.S$}>n=>>z>,4,NN,699.48,0.94,,inventions
inventive,9,543,0.9,In.v"En4.Iv,8,3,{in--vent}>ive>,{In-.-v"En4}.>Iv>,3,JJ,870.52,0.91,,inventive
inventor,8,3720,2.29,In.v"En4.@`,7,3,{in--vent}>or>,{In-.-v"En4}.>@`>,3,NN,695.91,0.97,,inventor
inventors,9,887,0.47,In.v"En4.@`z,8,3,{in--vent}>or>>s>,{In-.-v"En4}.>@`>>z>,4,NN,649.97,0.97,,inventors
inverse,7,1936,0.27,In.v"3`s,5,2,{in--verse},{In-.-v"3`s},2,JJ|NN|VB,748.87,0.91,,inverse
inversely,9,437,0.04,In.v"3`s.li,7,3,{in--verse}>ly>,{In-.-v"3`s}.>li>,3,RB,803.17,0.91,,inversely
inversion,9,778,0.25,In.v"3`.Zn=,6,3,{in--verse}>ion>,{In-.-v"3`.Z$}>n=>,3,NN,833.66,0.91,,inversion
invert,6,538,0.12,In.v"3`t,5,2,{in--vert},{In-.-v"3`t},2,VB,663.9,0.91,,invert
inverted,8,1755,0.78,In.v"3`4.@d,7,3,{in--vert}>ed>,{In-.-v"3`4}.>@d>,3,JJ|VB,779.06,0.91,,inverted
invest,6,7965,4.73,In.v"Est,6,2,{in--vest},{In-.-v"Est},2,VB,685.25,0.97,,invest
invested,8,3550,3.96,In.v"Est.@d,8,3,{in--vest}>ed>,{In-.-v"Est}.>@d>,3,VB,637.61,0.97,,invested
investing,9,3596,1.73,In.v"Est.IN,8,3,{in--vest}>ing>,{In-.-v"Est}.>IN>,3,VB|NN,681.63,0.97,,investing
investment,10,23614,9.75,In.v"Est.m@nt,10,3,{in--vest}>ment>,{In-.-v"Est}.>m@nt>,3,NN,714.06,0.97,,investment
investments,11,5275,2.35,In.v"Est.m@nts,11,3,{in--vest}>ment>>s>,{In-.-v"Est}.>m@nt>>s>,4,NN,760.32,1,,investments
investor,8,3333,1.27,In.v"Est.@`,7,3,{in--vest}>or>,{In-.-v"Est}.>@`>,3,NN,658.17,0.85,,investor
investors,9,7034,3.24,In.v"Est.@`z,8,3,{in--vest}>or>>s>,{In-.-v"Est}.>@`>>z>,4,NN,796.32,1,,investors
invests,7,322,0.12,In.v"Ests,7,2,{in--vest}>s>,{In-.-v"Est}>s>,3,VB,598.7,1,,invests
inviolate,9,74,0.16,In.v"aI@.l@t,8,3,<in<{viol--ate},<In<.{v"aI@.l--@t},3,JJ,1021.53,0.61,,inviolate
invite,6,6452,29.59,In.v"aIt,5,2,{invite},{In.v"aIt},1,VB,626.21,1,,invite
invited,7,12492,40.47,In.v"aI4.@d,7,3,{invite}>ed>,{In.v"aI4}.>@d>,2,VB|JJ,683.93,0.97,,invited
invitees,8,122,0.02,%In.vaIt."iz,7,3,{invite}>ee>>s>,{%In.vaIt}.>"i>>z>,3,NN,1091.72,0.56,,invitees
invites,7,2002,2.14,In.v"aIts,6,2,{invite}>s>,{In.v"aIt}>s>,2,VB,686.66,1,,invites
inviting,8,1794,7.2,In.v"aI4.IN,7,3,{invite}>ing>,{In.v"aI4}.>IN>,2,VB|JJ,694.29,0.91,,inviting
invoice,7,1529,1.04,"In.vOIs,5,2,{invoice},{"In.vOIs},1,NN|VB,674.76,0.97,,invoice
invoices,8,653,0.78,"In.vOIs.@z,7,3,{invoice}>s>,{"In.vOIs}.>@z>,2,NN|VB,772.19,0.94,,invoices
invoke,6,4729,1,In.v"ok,5,2,{in--voke},{In-.-v"ok},2,VB,675.25,0.94,,invoke
invoked,7,2059,0.53,In.v"okt,6,2,{in--voke}>ed>,{In-.-v"ok}>t>,3,VB,714.06,0.91,,invoked
invoking,8,1127,0.41,In.v"ok.IN,7,3,{in--voke}>ing>,{In-.-v"ok}.>IN>,3,VB,751.43,0.88,,invoking
involve,7,10020,6.47,In.v"Alv,6,2,{in--volve},{In-.-v"Alv},2,VB,618.69,0.97,,involve
involved,8,59463,67.94,In.v"Alvd,7,2,{in--volve}>ed>,{In-.-v"Alv}>d>,3,VB|JJ,642.85,1,,involved
involvement,11,7324,4.88,In.v"Alv.m@nt,10,3,{in--volve}>ment>,{In-.-v"Alv}.>m@nt>,3,NN,823.03,1,,involvement
involvements,12,108,0.12,In.v"Alv.m@nts,11,3,{in--volve}>ment>>s>,{In-.-v"Alv}.>m@nt>>s>,4,NN,865.71,0.97,,involvements
involves,8,11845,5,In.v"Alvz,7,2,{in--volve}>s>,{In-.-v"Alv}>z>,3,VB,715.06,1,,involves
involving,9,11194,4,In.v"Alv.IN,8,3,{in--volve}>ing>,{In-.-v"Alv}.>IN>,3,VB,701,0.94,,involving
inward,6,1231,0.78,"In.w@`d,5,2,{in}>ward>,{"In}.>w@`d>,2,JJ|RB,684.91,1,,inward
inwardly,8,273,0.16,"In.w@`d.li,7,3,{in}>ward>>ly>,{"In}.>w@`d>.>li>,3,RB,819.3,0.82,,inwardly
inwards,7,278,0.12,"In.w@`dz,6,2,{in}>wards>,{"In}.>w@`dz>,2,RB|JJ,768.34,0.91,,inwards
Io,2,4921,0.27,"aI.o,2,2,{io},{"aI.o},1,NN,1306.8,0.16,,io
iodide,6,102,0.18,"aI@.daId,5,2,{iod--ide},{"aI@.d--aId},2,NN,953.13,0.48,,iodide
iodine,6,1055,1.25,"aI@.d%in,5,2,{iod--ine},{"aI@.d--%in},2,NN|JJ,721.37,0.84,,iodine
ion,3,3088,0.39,"aI@n,3,1,{ion},{"aI@n},1,NN,734.74,0.84,,ion
ionized,7,167,0.18,"aI@n.aIzd,6,2,{ion}>ise>>ed>,{"aI@n}.>aIz>>d>,3,VB,756.06,0.97,,ionized
ions,4,1201,0.22,"aI@nz,4,1,{ion}>s>,{"aI@n}>z>,2,NN,795.53,0.94,,ions
iota,4,713,0.45,aI."o.4@,4,3,{iota},{aI."o.4@},1,NN,853.58,0.58,,iota
Iowa,4,11455,1.14,"aI@.w@,4,2,{iowa},{"aI@.w@},1,NN,634.19,1,,iowa
Iran,4,8076,0.43,I.r"an,4,2,{iran},{I.r"an},1,NN,722.79,0.97,,iran
Iranian,7,3423,0.04,I.r"en.i@n,7,3,{iran}>ian>,{I.r"en$}.>i@n>,2,JJ|NN,726.2,0.86,,iranian
Iraq,4,4464,0.86,I.r"Ak,4,2,{iraq},{I.r"Ak},1,NN,683.61,0.94,,iraq
Iraqi,5,1763,0.1,I.r"Ak.i,5,3,{iraq}>i>,{I.r"Ak}.>i>,2,JJ,932.23,0.81,,iraqi
irate,5,477,0.61,aI.r"et,4,2,{irate},{aI.r"et},1,JJ,777.2,0.74,,irate
ire,3,636,0.27,"aIr,2,1,{ire},{"aIr},1,NN,618.21,0.42,,ire
Ireland,7,11571,0.43,"aIr.l@nd,6,2,{ire--land},{"aIr-.-l@nd},2,NN,724.9,0.97,,ireland
Irene,5,1037,3.16,aI.r"in,4,2,{irene},{aI.r"in},1,NN,762.64,0.97,,irene
iridium,7,454,0.24,I.r"I.4i@m,7,3,{iridium},{I.r"I.4i@m},1,NN|JJ,825.13,0.26,,iridium
iris,4,4494,5.29,"aI.rIs,4,2,{iris},{"aI.rIs},1,NN,656.22,0.97,,iris
Irish,5,11181,1.55,"aI.rIS,4,2,{ir--ish},{"aI.r--IS},2,JJ|NN,670.79,0.97,,irish
Irishman,8,256,0.14,"aI.rIS.m@n,7,3,{ir--ish}>man>,{"aI.r--IS}.>m@n>,3,NN,729.35,1,,irishman
Irishmen,8,94,0.02,"aI.rIS.m@n,7,3,{ir--ish}>men>,{"aI.r--IS}.>m@n>,3,NN,621.78,0.97,,irishmen
irk,3,102,0.1,"3`k,2,1,{irk},{"3`k},1,VB,712.8,0.59,,irk
irksome,7,118,0.18,"3`k.sm=,4,2,{irk}>some>,{"3`k}.>sm=>,2,JJ,857.42,0.56,,irksome
iron,4,19187,17.94,"aI@`n,3,1,{iron},{"aI@`n},1,NN|VB|JJ,580.74,1,,iron
ironclad,8,138,0.51,"aI@`n.kl%ad,7,2,{iron}{clad},{"aI@`n}.{kl%ad},2,JJ,874.57,0.64,,ironclad
infringement,12,2169,0.18,In.fr"IndZ.m@nt,11,3,{in--fringe}>ment>,{In-.-fr"IndZ}.>m@nt>,3,NN,906.17,0.91,,infringement
infuse,6,312,0.18,In.fj"uz,6,2,{in--fuse},{In-.-fj"uz},2,VB,715.03,0.91,,infuse
infusion,8,708,0.35,In.fj"u.Zn=,7,3,{in--fuse}>ion>,{In-.-fj"u.Z$}>n=>,3,NN,695.48,1,,infusion
ingenious,9,703,2.12,In.dZ"i.ni@s,8,3,{ingeni--ous},{In.dZ"i.ni--@s},2,JJ,902.97,0.85,,ingenious
ingenuous,9,73,0.22,In.dZ"E.nju@s,9,3,{ingenu--ous},{In.dZ"E.nju--@s},2,JJ,991.13,0.73,,ingenuous
ingest,6,678,0.45,In.dZ"Est,6,2,{in--gest},{In-.-dZ"Est},2,VB,783.38,0.8,,ingest
ingested,8,402,0.57,In.dZ"Est.@d,8,3,{in--gest}>ed>,{In-.-dZ"Est}.>@d>,3,VB,776.62,0.79,,ingested
ingestion,9,513,0.29,In.dZ"Es.tS@n,8,3,{in--gest}>ion>,{In-.-dZ"Es.tS$}>@n>,3,NN,830.43,0.91,,ingestion
inglorious,10,19,0.1,In.gl"O.ri@s,9,3,<in<{glory}>ous>,<In<.{gl"O.ri}>@s>,3,JJ,878.88,0.24,,inglorious
ingot,5,69,0.04,"IN.g@t,5,2,{ingot},{"IN.g@t},1,NN,752.86,0.21,,ingot
ingrain,7,11,0.02,IN.gr"en,6,2,<in<{grain},<IN<.{gr"en},2,VB,929.75,0.52,,ingrain
initialed,9,37,0.2,I.n"I.Sl=d,6,3,{initi--al}>ed>,{I.n"I.S--l=}>d>,3,VB|JJ,840.58,0.83,,initialed
ingredient,10,1927,2.61,IN.gr"i.4i@nt,10,3,{ingredient},{IN.gr"i.4i@nt},1,NN,721.59,0.94,,ingredient
ingredients,11,4971,2.14,IN.gr"i.4i@nts,11,3,{ingredient}>s>,{IN.gr"i.4i@nt}>s>,2,NN,768.67,1,,ingredients
ingrown,7,55,0.33,%In.gr"on,6,2,{in}{grow}>n>,{%In}.{gr"o}>n>,3,JJ,828.26,0.91,,ingrown
inhabit,7,609,0.65,In.h"a.b@t,7,3,{in--habit},{In-.-h"a.b@t},2,VB,639.59,1,,inhabit
inhale,6,857,2.35,In.h"el,5,2,{in--hale},{In-.-h"el},2,VB,742.68,0.97,,inhale
inhaler,7,203,1.18,In.h"el.@`,6,3,{in--hale}>er>,{In-.-h"el}.>@`>,3,NN,780.48,0.94,,inhaler
inhaling,8,439,0.71,In.h"el.IN,7,3,{in--hale}>ing>,{In-.-h"el}.>IN>,3,VB,731.59,0.84,,inhaling
inherent,8,5038,0.59,In.h"Ir.@nt,8,3,{in--here}>ent>,{In-.-h"Ir$}.>@nt>,3,JJ,707.87,0.94,,inherent
inherit,7,1968,3.55,In.h"E.r@t,7,3,{in--herit},{In-.-h"E.r@t},2,VB,725.27,0.97,,inherit
inherits,8,457,0.37,In.h"E.r@ts,8,3,{in--herit}>s>,{In-.-h"E.r@t}>s>,3,VB,716.23,0.94,,inherits
inhibit,7,1077,0.33,In.h"I.b@t,7,3,{in--hibit},{In-.-h"I.b@t},2,VB,702.23,0.94,,inhibit
inhibits,8,417,0.08,In.h"I.b@ts,8,3,{in--hibit}>s>,{In-.-h"I.b@t}>s>,3,VB,902,0.97,,inhibits
inhuman,7,683,1.78,In.hj"u.m@n,8,3,<in<{human},<In<.{hj"u.m@n},2,JJ,716.9,0.97,,inhuman
inhumane,8,499,0.45,%In.hju.m"en,8,3,<in<{humane},<%In<.{hju.m"en},2,JJ,780.45,0.91,,inhumane
initial,7,22660,6.37,I.n"I.Sl=,5,3,{initi--al},{I.n"I.S--l=},2,JJ|VB|NN,636.7,1,,initial
initials,8,1551,4.61,I.n"I.Sl=z,6,3,{initi--al}>s>,{I.n"I.S--l=}>z>,3,NN|VB,631.56,1,,initials
inject,6,1057,2.41,In.dZ"Ekt,6,2,{in--ject},{In-.-dZ"Ekt},2,VB,641.06,1,,inject
injected,8,1395,2.31,In.dZ"Ekt.@d,8,3,{in--ject}>ed>,{In-.-dZ"Ekt}.>@d>,3,VB,686.5,0.97,,injected
injecting,9,628,1.04,In.dZ"Ekt.IN,8,3,{in--ject}>ing>,{In-.-dZ"Ekt}.>IN>,3,VB,782.24,1,,injecting
injection,9,3031,4.14,In.dZ"Ek.Sn=,7,3,{in--ject}>ion>,{In-.-dZ"Ek.S$}>n=>,3,NN,711.74,1,,injection
injunction,10,1395,1.29,In.dZ"VNk.Sn=,8,3,{in--junct--ion},{In-.-dZ"VNk.S--n=},3,NN,848.66,0.94,,injunction
injunctions,11,200,0.02,In.dZ"VNk.Sn=z,9,3,{in--junct--ion}>s>,{In-.-dZ"VNk.S--n=}>z>,4,NN,898.57,0.88,,injunctions
injure,6,1230,1,"In.dZ@`,4,2,{injure},{"In.dZ@`},1,VB,701.96,0.79,,injure
injured,7,5619,10.47,"In.dZ@`d,5,2,{injure}>ed>,{"In.dZ@`}>d>,2,VB,628.44,1,,injured
injuries,8,5043,7.41,"In.dZ@`.iz,6,3,{injure}>y>>s>,{"In.dZ@`}.>i>>z>,3,NN,611.68,0.97,,injuries
injuring,8,487,0.25,"In.dZ@`.IN,6,3,{injure}>ing>,{"In.dZ@`}.>IN>,2,VB,737.12,1,,injuring
injurious,9,225,0.12,In.dZ"Ur.i@s,8,3,{injure}>y>>ous>,{In.dZ"Ur$}.>i>>@s>,3,JJ,839.08,0.71,,injurious
injury,6,8073,10.2,"In.dZ@`.i,5,3,{injure}>y>,{"In.dZ@`}.>i>,2,NN,636.16,0.97,,injury
injustice,9,2274,3.2,In.dZ"V.stIs,8,3,<in<{just--ice},<In<.{dZ"V.st--Is},3,NN,746.03,0.94,,injustice
ink,3,5596,7.49,"INk,3,1,{ink},{"INk},1,NN|VB,575.06,1,,ink
inkling,7,324,0.69,"IN.klIN,6,2,{inkling},{"IN.klIN},1,NN,762.24,0.76,,inkling
inks,4,593,0.18,"INks,4,1,{ink}>s>,{"INk}>s>,2,NN|VB,674.53,0.97,,inks
inkwell,7,36,0.25,"INk.w%El,6,2,{ink}{well},{"INk}.{w%El},2,NN,817.07,0.85,,inkwell
inky,4,136,0.22,"INk.i,4,2,{ink}>y>,{"INk}.>i>,2,JJ,781.62,0.79,,inky
inlaid,6,96,0.18,In.l"ed,5,2,{in}{lay}>ed>,{In}.{l"e}>d>,3,VB,925.85,0.57,,inlaid
inland,6,1118,1.35,"In.l@nd,6,2,{in}{land},{"In}.{l@nd$},2,JJ,698.97,0.94,,inland
inlay,5,175,0.25,"In.l%e,4,2,{in}{lay},{"In}.{l%e},2,NN,909.56,0.56,,inlay
inlet,5,771,0.45,"In.l%Et,5,2,{in}{let},{"In}.{l%Et},2,NN,810.26,0.79,,inlet
inlets,6,99,0.02,"In.l%Ets,6,2,{in}{let}>s>,{"In}.{l%Et}>s>,3,NN,868.82,0.53,,inlets
inmate,6,1118,2.69,"In.m%et,5,2,{in}{mate},{"In}.{m%et},2,NN,827.34,0.94,,inmate
inmates,7,1595,3.86,"In.m%ets,6,2,{in}{mate}>s>,{"In}.{m%et}>s>,3,NN,724.13,0.94,,inmates
inmost,6,77,0.1,"In.m%ost,6,2,{in}{most},{"In}.{m%ost},2,JJ|RB,893.53,0.61,,inmost
inn,3,10053,8.39,"In,2,1,{inn},{"In},1,NN,638.1,0.94,,inn
innards,7,371,0.39,"I.n@`dz,5,2,{innards},{"I.n@`dz},1,NN,830.25,0.63,,innards
innate,6,1198,0.76,I.n"et,4,2,{innate},{I.n"et},1,JJ,793.68,0.85,,innate
inner,5,11691,9.94,"In.@`,3,2,{inn}>er>,{"In}.>@`>,2,JJ|NN,653.31,0.94,,inner
innermost,9,376,0.73,"In.@`.most,7,3,{inn}>er>>most>,{"In}.>@`>.>most>,3,JJ,819.03,0.91,,innermost
inning,6,413,2.51,"In.IN,4,2,{inn}>ing>,{"In}.>IN>,2,NN,783.31,0.81,,inning
innings,7,1935,0.96,"In.INz,5,2,{inn}>ing>>s>,{"In}.>IN>>z>,3,NN,730.45,1,,innings
innkeeper,9,189,0.43,"In.k%ip.@`,6,3,{inn}{keep}>er>,{"In}.{k%ip}.>@`>,3,NN,788.24,0.94,,innkeeper
innocence,9,2724,6.59,"I.n@.sn=s,6,3,{innoc--ence},{"I.n@.s--n=s},2,NN,784.59,0.94,,innocence
innocent,8,12203,54.51,"I.n@.sn=t,6,3,{innoc--ent},{"I.n@.s--n=t},2,JJ|NN,668.74,1,,innocent
innocents,9,856,1.43,"I.n@.sn=ts,7,3,{innoc--ent}>s>,{"I.n@.s--n=t}>s>,3,NN,720.42,1,,innocents
innocuous,9,785,0.47,I.n"A.kju@s,8,3,{innocuous},{I.n"A.kju@s},1,JJ,765.72,0.74,,innocuous
innovate,8,239,0.08,"I.n@.vet,6,3,{innovate},{"I.n@.vet},1,VB,794.12,0.97,,innovate
inns,4,572,0.29,"Inz,3,1,{inn}>s>,{"In}>z>,2,NN,749.39,0.8,,inns
input,5,35427,2.98,"In.p%Ut,5,2,{in}{put},{"In}.{p%Ut},2,NN|VB,638.91,0.94,,input
inquest,7,337,0.8,"IN.kwEst,7,2,{in--quest},{"IN-.-kwEst},2,NN|JJ,978.14,0.6,,inquest
inquire,7,3137,1.69,In.kw"aIr,6,2,{in--quire},{In-.-kw"aIr},2,VB,712.61,0.94,,inquire
inquired,8,993,0.55,In.kw"aIrd,7,2,{in--quire}>ed>,{In-.-kw"aIr}>d>,3,VB,726.13,0.91,,inquired
inquirer,8,643,0.02,IN.kw"aIr.@`,7,3,{in--quire}>er>,{IN-.-kw"aIr}.>@`>,3,NN,808.71,0.82,,inquirer
inquiries,9,7931,1.51,In.kw"aIr.iz,8,3,{in--quire}>y>>s>,{In-.-kw"aIr}.>i>>z>,4,NN,752.6,0.91,,inquiries
inquiring,9,1470,0.96,In.kw"aIr.IN,8,3,{in--quire}>ing>,{In-.-kw"aIr}.>IN>,3,JJ|VB,742.45,0.97,,inquiring
inquiry,7,5106,3.49,"IN.kw@`.i,6,3,{in--quire}>y>,{"IN-.-kw@`}.>i>,3,NN,741.5,1,,inquiry
inroads,7,292,0.18,"In.r%odz,6,2,{in}{road}>s>,{"In}.{r%od}>z>,3,NN,806.43,0.7,,inroads
insane,6,6598,38.69,In.s"en,5,2,<in<{sane},<In<.{s"en},2,JJ|NN,627.15,0.97,,insane
insanely,8,564,1.31,In.s"en.li,7,3,<in<{sane}>ly>,<In<.{s"en}.>li>,3,RB,706.26,0.97,,insanely
inscribe,8,430,0.18,In.skr"aIb,7,2,{in--scribe},{In-.-skr"aIb},2,VB,775.68,0.85,,inscribe
inscribed,9,855,0.63,In.skr"aIbd,8,2,{in--scribe}>ed>,{In-.-skr"aIb}>d>,3,VB,847.32,0.94,,inscribed
inscription,11,861,1.71,In.skr"Ip.Sn=,9,3,{in--script--ion},{In-.-skr"Ip.S--n=},3,NN,806,0.88,,inscription
inscriptions,12,509,0.16,In.skr"Ip.Sn=z,10,3,{in--script--ion}>s>,{In-.-skr"Ip.S--n=}>z>,4,NN,804.57,0.9,,inscriptions
insect,6,2539,3.16,"In.sEkt,6,2,{insect},{"In.sEkt},1,NN,667.91,0.97,,insect
insects,7,2369,3.1,"In.sEkts,7,2,{insect}>s>,{"In.sEkt}>s>,2,NN,648.34,0.97,,insects
insecure,8,3775,4.06,%In.sI.kj"Ur,8,3,<in<{secure},<%In<.{sI.kj"Ur},2,JJ|NN,746.46,1,,insecure
insentient,10,48,0.02,In.s"En.Sn=t,8,3,{insent--ient},{In.s"En.S--n=t},2,JJ,1087.26,0.59,,insentient
insert,6,35225,2.76,In.s"3`t,5,2,{in--sert},{In-.-s"3`t},2,VB,715.47,0.97,,insert
inserted,8,5104,1.16,In.s"3`4.@d,7,3,{in--sert}>ed>,{In-.-s"3`4}.>@d>,3,VB,681.06,0.97,,inserted
insertion,9,2177,0.63,In.s"3`.Sn=,6,3,{in--sert}>ion>,{In-.-s"3`.S$}>n=>,3,NN,832.79,1,,insertion
insertions,10,560,0.1,In.s"3`.Sn=z,7,3,{in--sert}>ion>>s>,{In-.-s"3`.S$}>n=>>z>,4,NN,776.25,0.9,,insertions
inserts,7,7008,0.31,In.s"3`ts,6,2,{in--sert}>s>,{In-.-s"3`t}>s>,3,VB,643.94,1,,inserts
inset,5,351,0.02,"In.s%Et,5,2,{in}{set},{"In}.{s%Et},2,NN,718.3,0.84,,inset
insets,6,59,0.02,"In.s%Ets,6,2,{in}{set}>s>,{"In}.{s%Et}>s>,3,VB|NN,617.1,0.66,,insets
inshore,7,87,0.1,%In.S"Or,5,2,{in}{shore},{%In}.{S"Or},2,JJ|RB,1019.56,0.53,,inshore
inside,6,63772,211.27,In.s"aId,5,2,{in}{side},{In}.{s"aId},2,minor|NN|JJ,556.56,1,,inside
insider,7,1294,0.71,In.s"aI4.@`,6,3,{in}{side}>er>,{In}.{s"aI4}.>@`>,3,NN,702.84,0.94,,insider
insiders,8,948,0.16,In.s"aI4.@`z,7,3,{in}{side}>er>>s>,{In}.{s"aI4}.>@`>>z>,4,NN,752.84,1,,insiders
insides,7,978,2.65,In.s"aIdz,6,2,{in}{side}>s>,{In}.{s"aId}>z>,3,NN,638.55,0.94,,insides
insidious,9,833,0.88,In.s"I.4i@s,8,3,{insidious},{In.s"I.4i@s},1,JJ,786.27,0.81,,insidious
insight,7,7742,2.8,"In.s%aIt,5,2,{in}{sight},{"In}.{s%aIt},2,NN,616.85,1,,insight
insights,8,3240,1.02,"In.s%aIts,6,2,{in}{sight}>s>,{"In}.{s%aIt}>s>,3,NN,651.38,0.97,,insights
insignia,8,1148,0.8,In.s"Ig.ni@,8,3,{insignia},{In.s"Ig.ni@},1,NN,792.72,0.76,,insignia
insincere,9,270,0.31,%In.sIn.s"Ir,8,3,<in<{sincere},<%In<.{sIn.s"Ir},2,JJ,1018.23,0.84,,insincere
insipid,7,408,0.61,In.s"I.pId,7,3,{insipid},{In.s"I.pId},1,JJ,824.25,0.38,,insipid
insist,6,8280,17.84,In.s"Ist,6,2,{in--sist},{In-.-s"Ist},2,VB,603.18,0.97,,insist
insisted,8,3774,8.18,In.s"Ist.@d,8,3,{in--sist}>ed>,{In-.-s"Ist}.>@d>,3,VB,875.56,1,,insisted
insistence,10,1091,0.41,In.s"Ist.n=s,8,3,{in--sist}>ence>,{In-.-s"Ist}.>n=s>,3,NN,1015.17,0.91,,insistence
insistent,9,497,0.84,In.s"Ist.@nt,9,3,{in--sist}>ent>,{In-.-s"Ist}.>@nt>,3,JJ,893,0.91,,insistent
insisting,9,1830,1.63,In.s"Ist.IN,8,3,{in--sist}>ing>,{In-.-s"Ist}.>IN>,3,VB,712.32,0.97,,insisting
